companyName,contractType,location,sector,title,postingDate,hourlySalary,salaryRating,viewsCount,applicationsCount,interviewsCount,offersCount,hired,applicationDate,interviewDate,offerDate,hireDate,timeToHireDays,applicantExperienceLevel,workType,salaryRange
Jobot,Full-time,"Anchorage, AK",IT Services and IT Consulting and Software Development,Staff Backend Engineer ,2025-03-07,62.66,2.7,260,35,2,0,False,2025-03-12,2025-03-16,2025-03-20,,,Junior,Hybrid,$100k-$120k
State of Florida,Full-time,"Ocala, FL",Government Administration,ELIGIBILITY SUPERVISOR - SES - 60020283,2025-01-19,37.78,0.6,1352,108,5,1,True,2025-01-20,2025-01-25,2025-01-30,2025-02-05,16.0,Junior,Hybrid,$60k-$80k
Kroger,Part-time,"Fishers, IN",Retail,Online Grocery Pick-Up Clerk,2024-06-18,45.65,1.3,1189,107,18,7,True,2024-06-22,2024-06-27,2024-06-30,2024-07-02,10.0,Mid-level,Hybrid,$40k-$60k
Kroger,Part-time,"Streator, IL",Retail,Online Grocery Pick-Up Clerk,2024-09-08,43.22,1.1,884,136,32,8,False,2024-09-11,2024-09-16,2024-09-18,,,Junior,Remote,$40k-$60k
Kroger,Part-time,"Duluth, GA",Retail,Online Grocery Pick-Up Clerk,2024-05-13,41.95,1.0,355,89,3,0,False,2024-05-18,2024-05-24,2024-05-28,,,Senior,On-site,$40k-$60k
Kroger,Part-time,"Lexington, KY",Retail,Online Grocery Pick-Up Clerk,2025-03-11,53.0,1.9,1122,47,3,0,False,2025-03-17,2025-03-26,2025-03-29,,,Junior,Remote,$40k-$60k
Kroger,Part-time,"Powder Springs, GA",Retail,Online Grocery Pick-Up Clerk,2024-10-26,35.44,0.5,1067,86,10,0,False,2024-10-28,2024-10-31,2024-11-02,,,Senior,On-site,$60k-$80k
Kroger,Part-time,"Lexington, KY",Retail,Online Grocery Pick-Up Clerk,2024-06-11,48.28,1.5,1102,135,19,1,False,2024-06-18,2024-06-27,2024-07-01,,,Junior,Remote,$40k-$60k
Kroger,Part-time,"Flower Mound, TX",Retail,Online Grocery Pick-Up Clerk,2024-11-22,54.27,2.0,1198,96,3,0,False,2024-11-25,2024-11-29,2024-12-05,,,Junior,Remote,$40k-$60k
Kroger,Part-time,"Hendersonville, TN",Retail,Online Grocery Pick-Up Clerk,2024-10-30,46.2,1.4,1174,63,13,4,True,2024-10-31,2024-11-03,2024-11-07,2024-11-09,9.0,Junior,On-site,$40k-$60k
Kroger,Part-time,"Bowling Green, KY",Retail,Online Grocery Pick-Up Clerk,2024-08-04,53.74,2.0,1430,159,12,4,True,2024-08-07,2024-08-15,2024-08-21,2024-08-24,17.0,Mid-level,Hybrid,$40k-$60k
Cardinal Health,Full-time,"New York, NY","Hospitals and Health Care, Transportation, Logistics, Supply Chain and Storage, and Medical Equipment Manufacturing",Pharmacy Support Analyst,2024-05-09,36.05,0.5,587,25,5,0,False,2024-05-18,2024-05-26,2024-06-01,,,Mid-level,Hybrid,$80k-$100k
Kroger,Part-time,"Conroe, TX",Retail,Courtesy Clerk/Grocery Bagger,2024-11-22,43.38,1.1,1086,37,8,2,True,2024-11-28,2024-12-06,2024-12-12,2024-12-15,17.0,Junior,On-site,$40k-$60k
Charles Schwab,Full-time,"Austin, TX",Financial Services,iOS Developer,2024-09-25,46.5,1.4,1037,172,17,3,False,2024-10-01,2024-10-04,2024-10-09,,,Junior,On-site,$80k-$100k
Cardinal Health,Full-time,"Columbus, OH","Hospitals and Health Care, Transportation, Logistics, Supply Chain and Storage, and Medical Equipment Manufacturing","Senior Analyst, IT Client Support",2024-12-21,81.92,4.3,539,197,7,0,False,2024-12-25,2025-01-01,2025-01-06,,,Senior,On-site,$100k-$120k
Kroger,Part-time,"Carrollton, TX",Retail,Courtesy Clerk/Grocery Bagger,2024-09-25,54.63,2.1,403,182,13,3,True,2024-10-03,2024-10-09,2024-10-15,2024-10-19,16.0,Mid-level,Remote,$40k-$60k
Exoprise Systems,Full-time,"Waltham, MA",Software Development,Account Executive,2025-01-21,40.13,0.8,360,55,8,0,False,2025-01-26,2025-02-02,2025-02-04,,,Mid-level,Remote,$60k-$80k
Jobot,Full-time,"Atlanta, GA","Software Development, Technology, Information and Internet, and Technology, Information and Media",Java Developer,2024-10-05,56.35,2.2,591,81,2,0,False,2024-10-12,2024-10-21,2024-10-27,,,Mid-level,Hybrid,$80k-$100k
Jobot,Full-time,"Indianapolis, IN","Software Development, Technology, Information and Internet, and Technology, Information and Media",Senior Solutions Architect ,2024-10-08,65.94,3.0,968,192,4,1,True,2024-10-17,2024-10-25,2024-10-28,2024-11-01,15.0,Senior,Hybrid,$120k+
Peter Basso Associates,Full-time,"Troy, MI",Professional Services,Mechanical Co-Op Summer 2025,2025-02-02,46.31,1.4,774,94,10,4,True,2025-02-07,2025-02-13,2025-02-19,2025-02-23,16.0,Junior,Hybrid,$80k-$100k
Kroger,Part-time,"Savannah, GA",Retail,Courtesy Clerk/Grocery Bagger,2024-08-23,44.28,1.2,733,35,7,2,True,2024-08-28,2024-08-31,2024-09-05,2024-09-07,10.0,Mid-level,On-site,$40k-$60k
Kroger,Part-time,"McConnelsville, OH",Retail,Courtesy Clerk/Grocery Bagger,2024-05-15,54.44,2.0,1293,94,17,4,True,2024-05-19,2024-05-27,2024-06-01,2024-06-05,17.0,Mid-level,On-site,$40k-$60k
Center for Public Partnerships & Research,Part-time,Topeka Metropolitan Area,Higher Education,Graduate Research Fellow,2024-04-11,47.17,1.4,1092,162,6,1,True,2024-04-17,2024-04-20,2024-04-23,2024-04-25,8.0,Senior,Hybrid,$40k-$60k
Kroger,Part-time,"Alpharetta, GA",Retail,Grocery Clerk,2024-12-17,41.99,1.0,604,74,5,1,True,2024-12-19,2024-12-25,2024-12-28,2025-01-03,15.0,Mid-level,Remote,$40k-$60k
Propel,Full-time,"Chicago, IL",Software Development,Business Development Representative,2024-10-31,37.28,0.6,807,143,32,11,True,2024-11-03,2024-11-06,2024-11-10,2024-11-15,12.0,Junior,Hybrid,$60k-$80k
Kroger,Part-time,"Brazil, IN",Retail,Courtesy Clerk/Grocery Bagger,2024-12-04,38.02,0.7,1027,160,10,2,False,2024-12-05,2024-12-08,2024-12-10,,,Junior,Hybrid,$40k-$60k
Kroger,Part-time,"Anderson, IN",Retail,Grocery Clerk,2024-06-05,39.51,0.8,1343,124,9,2,True,2024-06-07,2024-06-11,2024-06-13,2024-06-19,12.0,Mid-level,Hybrid,$60k-$80k
Jobot,Full-time,"Huntsville, AL",IT Services and IT Consulting and Software Development,Staff Backend Engineer ,2024-05-15,46.27,1.4,889,73,13,0,False,2024-05-17,2024-05-26,2024-05-28,,,Mid-level,On-site,$100k-$120k
Jacksonville Jaguars,Full-time,"Jacksonville, FL",Spectator Sports,Senior Accountant,2024-04-06,85.52,4.6,1101,96,19,3,False,2024-04-14,2024-04-21,2024-04-26,,,Senior,Hybrid,$120k+
Novant Health Careers,Full-time,"Charlotte, NC",Hospitals and Health Care,President Charlotte Orthopedic Hospital & VP Operations PMC,2024-07-31,46.22,1.4,1440,180,21,9,False,2024-08-08,2024-08-15,2024-08-17,,,Senior,On-site,$60k-$80k
Cognisol,Full-time,"Des Moines, IA",IT Services and IT Consulting,Water Quality Engineer,2024-10-19,53.08,1.9,255,116,24,11,False,2024-10-21,2024-10-28,2024-11-01,,,Mid-level,On-site,$100k-$120k
myGwork - LGBTQ+ Business Community,Full-time,"Seattle, WA","Technology, Information and Internet","Network Development Engineer II, Core Networking",2024-08-19,42.87,1.1,565,160,38,4,False,2024-08-25,2024-08-30,2024-09-03,,,Mid-level,Hybrid,$120k+
Jobot,Full-time,"Birmingham, AL",IT Services and IT Consulting and Software Development,Staff Backend Engineer ,2024-09-04,61.5,2.6,654,105,4,0,False,2024-09-09,2024-09-13,2024-09-15,,,Mid-level,Hybrid,$100k-$120k
Jobot,Full-time,"East Norwich, NY",IT Services and IT Consulting and Software Development,Senior Software Engineer,2025-02-16,81.68,4.3,303,86,3,0,False,2025-02-19,2025-02-27,2025-03-02,,,Senior,On-site,$100k-$120k
Inter-Con Security,Part-time,"Pasadena, CA",Security and Investigations,Strategic Operations Analyst (72328),2024-07-30,36.35,0.5,276,116,3,0,False,2024-08-04,2024-08-12,2024-08-16,,,Mid-level,Hybrid,$40k-$60k
Fly My Group,Full-time,"Burnsville, MN",Travel Arrangements,Accountant- Bookkeeping/AR/AP,2024-09-24,49.16,1.6,429,155,4,0,False,2024-09-29,2024-10-07,2024-10-10,,,Junior,Hybrid,$60k-$80k
JFK Johnson Rehabilitation Institute,Full-time,"Hackensack, NJ",Hospitals and Health Care,CT TECHNOLOGIST (FULL-TIME),2024-12-24,45.87,1.3,1481,96,5,1,True,2024-12-29,2025-01-05,2025-01-10,2025-01-12,14.0,Junior,Hybrid,$80k-$100k
Weis Markets,Full-time,United States,Retail,Field Customer Experience Specialist,2024-08-20,36.63,0.6,1487,158,35,15,True,2024-08-23,2024-09-01,2024-09-05,2024-09-07,15.0,Mid-level,Remote,$60k-$80k
Integrity,Part-time,"Urbandale, IA",Insurance,Summer Intern,2024-11-01,44.17,1.2,530,66,15,5,True,2024-11-04,2024-11-11,2024-11-14,2024-11-19,15.0,Junior,On-site,$40k-$60k
Aeronix,Contract,"Scottsdale, AZ",Defense & Space,General Manager/Director,2025-01-26,44.69,1.2,1405,112,24,10,True,2025-01-30,2025-02-08,2025-02-10,2025-02-13,14.0,Junior,Remote,$80k-$100k
The Johns Hopkins University Applied Physics Laboratory,Full-time,"Laurel, MD",Defense and Space Manufacturing,Financial Analyst,2025-03-10,38.32,0.7,1092,160,25,8,False,2025-03-17,2025-03-21,2025-03-26,,,Junior,Hybrid,$60k-$80k
Khan Academy,Full-time,"Mountain View, CA",E-Learning Providers,"Senior Product Manager, Reporting and Insights",2024-05-18,88.37,4.9,887,100,8,0,False,2024-05-20,2024-05-29,2024-06-04,,,Senior,Hybrid,$100k-$120k
Amwins Global Risks,Full-time,"Irvine, CA",Insurance,Entry-Level Insurance Brokerage Assistant,2025-02-27,52.0,1.8,226,54,4,0,False,2025-03-03,2025-03-06,2025-03-12,,,Junior,Hybrid,$60k-$80k
Stratas Foods,Full-time,"Quincy, IL",Food Production,2nd Shift - Lab Tech - $18.50-$21/hr,2024-09-18,48.38,1.5,1499,181,14,4,False,2024-09-22,2024-09-29,2024-10-01,,,Junior,On-site,$60k-$80k
Georgia Power Company,Full-time,"Lithonia, GA",Telecommunications and Utilities,Administrative Assistant - Training Center,2024-06-22,44.25,1.2,498,97,13,4,False,2024-06-23,2024-07-01,2024-07-06,,,Junior,On-site,$60k-$80k
TEKsystems,Full-time,"Barrington, IL",IT Services and IT Consulting,MES Solution Architect,2024-09-10,43.24,1.1,1156,124,27,4,True,2024-09-18,2024-09-21,2024-09-26,2024-09-29,11.0,Mid-level,Hybrid,$60k-$80k
Kroger,Part-time,"Milwaukee, WI",Retail,Online Grocery Pick-Up Clerk,2025-03-23,48.02,1.5,998,56,6,1,False,2025-03-24,2025-03-31,2025-04-05,,,Mid-level,Hybrid,$60k-$80k
Core & Main,Full-time,"Texas, United States",Wholesale,Meter Specialist II,2024-09-18,45.91,1.3,1314,177,17,2,True,2024-09-26,2024-10-02,2024-10-07,2024-10-10,14.0,Mid-level,Hybrid,$60k-$80k
Kroger,Part-time,"Spring, TX",Retail,Courtesy Clerk/Grocery Bagger,2024-07-22,36.25,0.5,679,188,36,4,True,2024-07-29,2024-08-03,2024-08-09,2024-08-13,15.0,Mid-level,On-site,$40k-$60k
Kroger,Part-time,"Houston, TX",Retail,Courtesy Clerk/Grocery Bagger,2024-11-06,45.25,1.3,772,179,40,12,True,2024-11-15,2024-11-22,2024-11-25,2024-11-28,13.0,Senior,On-site,$40k-$60k
Kroger,Part-time,"Houston, TX",Retail,Courtesy Clerk/Grocery Bagger,2024-06-15,51.13,1.8,657,144,35,10,False,2024-06-23,2024-06-29,2024-07-04,,,Junior,On-site,$40k-$60k
Kroger,Part-time,"Houston, TX",Retail,Courtesy Clerk/Grocery Bagger,2024-04-29,44.18,1.2,564,59,1,0,False,2024-05-04,2024-05-08,2024-05-11,,,Mid-level,Hybrid,$60k-$80k
Kroger,Part-time,"Spring, TX",Retail,Courtesy Clerk/Grocery Bagger,2024-05-13,36.04,0.5,1058,185,41,18,True,2024-05-21,2024-05-27,2024-06-01,2024-06-05,15.0,Junior,On-site,$40k-$60k
gpac,Full-time,"Yankton, SD",Retail,Remote Recruiter,2024-05-13,50.73,1.7,550,93,2,0,False,2024-05-16,2024-05-20,2024-05-24,,,Mid-level,Hybrid,$60k-$80k
Heritage Auctions,Full-time,"Dallas, TX",Retail Luxury Goods and Jewelry,Auction Operations Assistant - Coins,2024-05-19,39.03,0.8,452,100,13,2,False,2024-05-26,2024-06-02,2024-06-06,,,Senior,On-site,$60k-$80k
TEKsystems,Temporary,"Scottsdale, AZ",IT Services and IT Consulting,Security Tooling Engineer,2024-05-16,46.47,1.4,980,143,2,0,False,2024-05-20,2024-05-24,2024-05-28,,,Mid-level,Hybrid,$80k-$100k
Citrix,Full-time,"Fort Lauderdale, FL","Computer Networking Products, Software Development, and Technology, Information and Internet",Lead Escalation Engineer,2024-11-09,44.12,1.2,1002,100,20,6,False,2024-11-14,2024-11-20,2024-11-25,,,Mid-level,On-site,$120k+
Electronic Arts (EA),Full-time,"Marina del Rey, CA",Entertainment Providers,Senior Director CRM Analytics,2024-05-27,69.91,3.3,1211,146,28,6,False,2024-06-05,2024-06-14,2024-06-17,,,Senior,On-site,$100k-$120k
Kroger,Part-time,"Houston, TX",Retail,Courtesy Clerk/Grocery Bagger,2024-07-29,50.14,1.7,658,118,11,2,True,2024-08-05,2024-08-10,2024-08-16,2024-08-20,15.0,Mid-level,Hybrid,$40k-$60k
Infosys,Full-time,"Tempe, AZ",IT Services and IT Consulting,UX Designer,2025-02-12,45.39,1.3,1116,66,11,4,False,2025-02-16,2025-02-19,2025-02-21,,,Mid-level,Hybrid,$60k-$80k
Dignity Health,Full-time,"Rancho Cordova, CA",Hospitals and Health Care,Coder I,2024-09-14,39.1,0.8,698,40,6,2,False,2024-09-20,2024-09-23,2024-09-29,,,Junior,On-site,$60k-$80k
Michaels Stores,Part-time,"Everett, MA",Retail,early stocking,2024-11-21,52.56,1.9,1149,30,3,0,False,2024-11-28,2024-12-03,2024-12-08,,,Mid-level,Remote,$40k-$60k
Natera,Full-time,"Charlotte, NC","Biotechnology Research, Pharmaceutical Manufacturing, and Software Development",Clinical Genomic Specialist - Southeast,2024-05-24,52.59,1.9,707,99,23,4,True,2024-06-02,2024-06-10,2024-06-14,2024-06-17,15.0,Mid-level,On-site,$60k-$80k
McClatchy Media,Full-time,United States,Newspaper Publishing,"Marketing Communications Specialist, Revenue",2024-05-29,52.41,1.9,700,49,3,0,False,2024-06-02,2024-06-05,2024-06-09,,,Junior,On-site,$80k-$100k
Jobot,Full-time,"Chicago, IL","Software Development, Technology, Information and Internet, and Technology, Information and Media",Senior Full-Stack Developer,2024-04-16,67.16,3.1,1002,121,3,0,False,2024-04-19,2024-04-26,2024-04-29,,,Senior,On-site,$100k-$120k
Elevance Health,Full-time,Nashville Metropolitan Area,Hospitals and Health Care,Executive Admin Asst I,2024-05-23,44.02,1.2,797,54,12,1,True,2024-05-31,2024-06-08,2024-06-13,2024-06-16,16.0,Junior,On-site,$80k-$100k
Jobot,Full-time,"Little Rock, AR",IT Services and IT Consulting and Software Development,Staff Backend Engineer ,2024-06-30,64.62,2.9,365,86,12,5,True,2024-07-01,2024-07-08,2024-07-14,2024-07-19,18.0,Senior,On-site,$100k-$120k
Jobot,Full-time,"Mobile, AL",IT Services and IT Consulting and Software Development,Staff Backend Engineer ,2024-05-25,59.3,2.4,661,186,24,7,True,2024-06-03,2024-06-09,2024-06-14,2024-06-19,16.0,Junior,On-site,$120k+
Trivalent Group,Full-time,"Putnam, CT",Information Technology & Services,CNC Lathe Setup/Programmer,2024-05-03,35.54,0.5,1119,96,5,0,False,2024-05-04,2024-05-10,2024-05-15,,,Junior,Hybrid,$60k-$80k
CDW,Full-time,United States,Human Resources,Sr Recruiter Team Lead,2024-05-11,36.3,0.5,313,110,20,3,True,2024-05-13,2024-05-21,2024-05-25,2024-05-29,16.0,Mid-level,On-site,$80k-$100k
University of Florida,Full-time,Metro Jacksonville,Higher Education,Certified Medical Assistant - Child Protection Team - Jax,2024-09-10,44.28,1.2,1191,126,7,2,False,2024-09-18,2024-09-26,2024-10-02,,,Junior,Hybrid,$60k-$80k
Nightingale Risk Management,Full-time,"Portland, OR",Security Guards and Patrol Services,Armed Security Guard,2024-06-03,53.18,1.9,406,101,7,0,False,2024-06-12,2024-06-20,2024-06-22,,,Mid-level,On-site,$60k-$80k
OrthoAtlanta,Full-time,"Peachtree City, GA",Medical Practices,Business Office Assistant,2024-08-06,45.77,1.3,1458,154,13,5,True,2024-08-13,2024-08-21,2024-08-25,2024-08-30,17.0,Mid-level,On-site,$80k-$100k
Buffalo Wild Wings,Full-time,"Las Vegas, NV",Restaurants,Server,2024-09-21,44.96,1.2,714,37,1,0,False,2024-09-24,2024-09-28,2024-10-04,,,Mid-level,On-site,$60k-$80k
NaturalBox Group,Part-time,United States,Manufacturing,Part-Time Sales,2024-11-30,37.11,0.6,1431,178,12,0,False,2024-12-07,2024-12-16,2024-12-19,,,Junior,Hybrid,$40k-$60k
TEKsystems,Full-time,"Lincoln, MA",IT Services and IT Consulting,Cyber Systems CORA Administrator,2024-04-15,48.14,1.5,908,34,5,1,True,2024-04-21,2024-04-29,2024-05-03,2024-05-07,16.0,Mid-level,Hybrid,$60k-$80k
Jobot,Full-time,"Jackson, MS",IT Services and IT Consulting and Software Development,Staff Backend Engineer ,2024-12-28,60.55,2.5,1348,67,8,3,False,2024-12-30,2025-01-08,2025-01-11,,,Senior,Remote,$100k-$120k
Kroger,Part-time,"Bucyrus, OH",Retail,Courtesy Clerk/Grocery Bagger,2024-11-03,42.61,1.1,337,50,10,2,True,2024-11-06,2024-11-14,2024-11-18,2024-11-20,14.0,Junior,On-site,$40k-$60k
TEKsystems,Full-time,"Idaho Falls, ID",IT Services and IT Consulting,Quality Assurance Specialist,2024-05-01,50.51,1.7,538,143,33,15,False,2024-05-06,2024-05-12,2024-05-17,,,Junior,Hybrid,$60k-$80k
Entrepreneurs of Tomorrow,Internship,United States,Education Administration Programs,Graphic Design Intern,2025-01-31,54.29,2.0,736,84,8,3,True,2025-02-04,2025-02-11,2025-02-17,2025-02-21,17.0,Junior,Hybrid,$40k-$60k
CHI,Full-time,"Navasota, TX",Hospitals and Health Care,COTA,2025-02-24,39.08,0.8,267,130,22,6,True,2025-02-26,2025-03-07,2025-03-10,2025-03-14,16.0,Senior,On-site,$60k-$80k
,Full-time,"New York, NY",,Industry Analyst,2024-04-24,45.47,1.3,582,47,3,0,False,2024-04-28,2024-05-04,2024-05-08,,,Junior,On-site,$60k-$80k
Concord Hospitality Enterprises,Part-time,"Houston, TX",Hospitality,Front Desk Clerk - Part Time,2024-06-29,40.74,0.9,218,15,1,0,False,2024-07-07,2024-07-10,2024-07-13,,,Junior,On-site,$40k-$60k
Kroger,Full-time,"Milford, MI",Retail,e-COMMERCE/DEPARTMENT LEAD,2024-12-30,50.86,1.7,882,182,5,1,True,2025-01-04,2025-01-08,2025-01-12,2025-01-17,13.0,Junior,Hybrid,$60k-$80k
Kroger,Full-time,"Lake Orion, MI",Retail,e-COMMERCE/DEPARTMENT LEAD,2024-12-15,46.55,1.4,273,84,11,1,True,2024-12-20,2024-12-24,2024-12-28,2024-12-30,10.0,Junior,On-site,$80k-$100k
Kroger,Full-time,"Commerce Township, MI",Retail,e-COMMERCE/DEPARTMENT LEAD,2024-05-27,47.69,1.5,772,151,7,0,False,2024-05-30,2024-06-06,2024-06-08,,,Junior,Hybrid,$60k-$80k
Kroger,Part-time,"London, KY",Retail,Grocery Clerk,2024-06-04,50.96,1.7,1138,75,10,0,False,2024-06-12,2024-06-20,2024-06-22,,,Mid-level,Hybrid,$60k-$80k
Jobot,Full-time,"New Orleans, LA",IT Services and IT Consulting and Software Development,Staff Backend Engineer ,2024-08-09,49.9,1.7,1499,177,42,17,True,2024-08-15,2024-08-21,2024-08-23,2024-08-29,14.0,Mid-level,Hybrid,$120k+
Jobot Consulting,Contract,"Phoenix, AZ","Manufacturing, Machinery Manufacturing, and Computers and Electronics Manufacturing",Swiss/Turn Mill Programmer,2024-09-16,53.3,1.9,1271,12,2,0,False,2024-09-18,2024-09-21,2024-09-24,,,Junior,On-site,$80k-$100k
DoorDash,Full-time,"San Francisco, CA",Software Development,"Executive Assistant, Engineering",2024-10-30,53.33,1.9,410,126,2,0,False,2024-11-01,2024-11-07,2024-11-12,,,Senior,Hybrid,$120k+
Jobot,Full-time,"Vienna, VA","Human Resources Services, Technology, Information and Internet, and Hospitals and Health Care",Talent Acquisition Specialist,2024-08-08,38.16,0.7,1054,108,3,0,False,2024-08-17,2024-08-25,2024-08-29,,,Mid-level,On-site,$80k-$100k
Kroger,Part-time,"Salem, VA",Retail,Courtesy Clerk/Grocery Bagger,2024-09-11,48.92,1.6,850,161,8,3,False,2024-09-18,2024-09-26,2024-10-02,,,Senior,On-site,$40k-$60k
Jobot,Full-time,"Riverdale, IA",IT Services and IT Consulting and Software Development,Automation Engineer (PLC experience required),2024-12-15,59.83,2.5,1193,28,3,0,False,2024-12-24,2024-12-29,2024-12-31,,,Senior,Hybrid,$100k-$120k
Davenport University,Internship,"Grand Rapids, MI",Higher Education,(Student) Unpaid Internship Workstudy Only,2024-04-14,41.34,0.9,894,155,7,0,False,2024-04-20,2024-04-26,2024-04-29,,,Junior,On-site,$40k-$60k
Westlake Royal Building Products,Full-time,United States,Wholesale Building Materials,Administrator II,2024-06-20,52.14,1.8,739,125,13,2,True,2024-06-25,2024-07-02,2024-07-05,2024-07-11,16.0,Mid-level,On-site,$80k-$100k
Electronic Arts (EA),Full-time,"Redwood City, CA",Entertainment Providers,Senior Director CRM Analytics,2024-12-06,87.18,4.8,1414,134,2,0,False,2024-12-07,2024-12-13,2024-12-16,,,Senior,On-site,$120k+
Jobot,Full-time,"Dulles, VA","Construction, Civil Engineering, and Industrial Machinery Manufacturing",Building Automation Programmer,2025-02-11,40.54,0.9,1100,97,6,1,False,2025-02-17,2025-02-21,2025-02-27,,,Senior,On-site,$80k-$100k
TieTalent,Full-time,"Zwolle, LA","Technology, Information and Internet",Hypotheekadviseur,2024-09-23,54.67,2.1,979,44,9,1,True,2024-09-29,2024-10-02,2024-10-08,2024-10-14,15.0,Mid-level,On-site,$80k-$100k
"Electrical Consultants, Inc.",Full-time,"Austin, TX","Electric Power Transmission, Control, and Distribution",Transmission Line Engineer,2024-09-28,43.52,1.1,1336,199,32,4,True,2024-10-01,2024-10-10,2024-10-12,2024-10-14,13.0,Senior,On-site,$120k+
